gaiaedr3,spectype
2755756535870634880,DAZ:
2755781549760178048,DA
2755802680998826112,sdA
2755809071910176128,sdA
2755903045794863872,CND
2755915518379900032,DA+M
2755961972746030848,sdA
2756119825679607424,DA
2756156036548441472,DA
2756156315721682816,DB
2756297976627824384,DAZ:
2756326357771738880,sdA
2756463556206818304,DAZ:
2756468194771484416,DAO
2756474894920774912,DA
2756492212228357888,DA
2756500634660025856,CND
2756511251819144576,sdA
2756579833856882944,DA
2756589317144687232,DA
2756622371213030400,sdA
2756656623576503424,He-sdO
2756665763266917888,DA
2756675044691990272,DA
2756685760634707584,CND
2756737648135244416,He-sdO
2756935521573250048,DA
2756975481950537984,
2757064989066940928,sdA
2757210094538419712,DA
2757259602628621440,DA
2757276919936684160,DA
2757324679969705088,DA
2757506511705652864,DA
2757507508138073472,DA
2757551626041803392,DAZ
2757776888486791936,DA
2757867396332920576,DBA
2757935462973946240,DA+M
2757940342057283584,DA+M
2758016582021523072,DA+M
2758017956410822016,DA
2758066300562574336,DC
2758086538448464512,DZ
2758094514203874304,DBA
2758124643398380288,DA
2758147733142843776,DA+M
2758159003137107968,DA
2758163538622525568,sdA
2758236866598918656,D
2758323758082313984,DB
2758364027695783424,DA
2758464701729167232,DA
2758579291456412416,DA
2758579635053801344,CND
2758796895975776128,DA
2758799296861500544,sdA
2758938385082121216,DA
2759032599484991104,DA
2759049470116155520,CND
2759072697299590272,DA
2759211304484141184,DC:
2759219722620058624,DA
2759240097944784128,sdA
2759245836021216768,DA
2759340943776878720,CND
2759386092473239296,DA
2759524875752678656,sd
2759526902977240192,DC
2759575071034129280,sdA
2759588063311504768,DA
2759603005501319168,DA+M2
2759637056002369024,sdA
2759876165421784960,DA:
2759919424332012416,DA
2759941758162042240,DA
2759986086520758784,DA+M
2760011096114471040,DA
2760193928578578816,CND
2760195264311864192,DA
2760201659519671680,DA
2760288074261376768,CND
2760538758616201344,DA
2760651909531273856,DC:
2760699527832079744,sdA
2760718838005419648,DC
2760736430191035392,DA
2760998594995156224,DA
2761104629147542400,CND
2761179395938423552,sdA
2761281448656567680,DA
2761299934195800704,DA
2761338241008927232,DA
2761388096989326720,DA
2761401084970307712,CND
2761404349145589632,DA
2761410327739569408,DA
2761449600920555776,DA
2761494234221017088,DA
2761504954459405312,DA
2761608480351085952,sdA
2761731595589115520,DC
2761781962669859840,DA
2761789865409701760,DZ
2761950428467359744,DA
2762034992078869760,DA
2762042070184969216,DC:
2762071168588240768,DC:
2762071409106142080,CND
2762076666146759040,DC:
2762123915081739264,sdB
2762135524378007552,
2762337834517255040,sdA
2762339724302500096,sdA
2762343778751864960,DA:
2762356594934263552,CND
2762411604875483648,CND
2762485723126582272,DA
2762605088857836288,DA
2762617557147396352,CND
2762779322795219584,CND
2762852474678643584,sdA
2762859003029046784,DA
2762867111927328128,sdA
2762916349433252480,DA+M
2762920717413900416,DZ
2762931953048900608,sdA
2762946070605754112,DA
2762972909857224192,DA
2762999259480823424,DA
2763046229242906752,DA
2763065165754132224,DA
2763199508035840256,DA
2763243385422130432,DA
2763271152386190848,DA
2763293481920534528,sdA
2763375155018410112,DA
2763383921048345088,sdB
2763582344240769664,DA
2763625328273319808,DC
2763637182383223936,DAZ:
2763665116850501376,sdA
2763686729126040448,DB
2763719512612656000,DC
2763811523695807104,DA
2763917802663393920,CND
2764044173484696960,DA
2764072451549389952,sdA
2764079838893099136,DC:
2764329771629866880,DO
2764425807098450688,DA
2764426734811256064,sdA
2764463224853532544,DA
2764704778111212160,sdA
2764723912188128896,DC
2764775108198369408,DA
2764789985965005184,DA
2764796857913219328,DA
2764801702635956864,DA
2764856746937111424,sdA
2764858293125375488,DC
2764960616425825664,DA
2764989654702033792,DC
2765084693737649920,DA
2765101766231464832,DA
2765108092719568384,He-sdO
2765110704059644288,sdA
2765142585600353792,DA
2765158326656893568,sdA
2765257072248589824,DAZ:
2765454164004531328,sdB
2765468281560503040,DA
2765623415779914368,
2765772300820568448,DA
2765854381940173952,DA
2765911629561466112,sdA:
2766001510339988864,CND
2766032919436757504,sdB
2766075761734499712,DA
2766092391848046080,sdA
2766109365558820864,sdA
2766234439302571904,DCP
2766285321779094656,DA
2766316967098503808,DA
2766381769564440832,DZ
2766386648647246080,CND
2766498012855959424,DA
2766549479447683456,DA
2766594387628353536,DC:
2766694550559732480,DA
2766855594653124352,DA
2766871395836717312,DC
2766879951411601280,DA
2766934514676138368,DC
2767026495695265152,DA
2767087346792302720,CND
2767220765655920640,sdA
2767395347486587648,DA
2767419850275077504,DC
2767633735351455232,DAZ:
2767655519425500032,sdA
2767667274751730048,CND
2767772239456990592,DA
2767918650597559680,DA
2767982864653184640,PG1159
2768010215004761216,DA:
2768016365397937280,DA
2768055638579057024,sdA
2768091029109727872,DA
2768116146078155648,DA
2768117726626106112,DA
2768166861051795456,sdB
2768190500551905408,DC
2768277705568102528,DA
2768376524175793792,sdA
2768385118405305088,DA
2768409887481718272,DA
2768462977572770816,DC
2768484379394075776,DA
2768536949794022656,DA
2768556328686523904,DA
2768573233677853952,DA
2768798118165795200,DA
2768813099011290752,DA
2768869483342595456,DA
2768919442402016896,CND
2768939680287986176,DA
2769134985335924736,DA
2769137317502936832,DA
2769141234513117696,DA
2769222048617355776,DA
2769246753269357824,sdA
2769522868126923904,sdA
2769538948484563840,DB
2769578152945546112,DA
2769690101268873728,DA
2769782627749185920,sdA
2769809260841708032,DA
2769824580989749376,sdA
2769841863937610624,sdA
2769873857150466560,sdA
2769930207121379968,DA4.6
2769998441265264640,DC
2770019503785292288,DA:
2770050431846042624,CND
2770126362571903744,DA
2770152171030038016,DA
2770165738831638784,DBZA
2770220817492070912,DC
2770263079970184576,DA
2770377223021215104,DA
2770512570328029184,DZ
2770515658407548288,DA
2770647462363429376,DC
2770672102593808640,DA
2770686774202012160,sdA
2770721988635840768,sdA
2770844412383615744,sdA:
2770878737762658816,DZ
2770890557512475264,DA
2770944059921419264,
2770953573272755328,DA
2770969653630646528,sdA
2770993636727375872,DA
2771002467180136064,DA
2771071908211656960,DA+M
2771071908211662464,DA
2771097678015808768,DA
2771107951577364096,DA
2771167290845788160,DA
2771167462644474880,DA
2771173063281847936,DA
2771212714419476352,D
2771220518376468224,DA
2771228554258936832,sdA
2771249651138408832,DA
2771275386582205696,sdA
2771289370997112704,DA+M
2771332496762167808,DA+M
2771381180216975872,DA
2771389151676304128,DA
2771402315752426240,DA+M
2771407843373819264,DC
2771468763189749248,sdA
2771488760558019072,DA
2771509999172112896,sdB
2771568170209229568,DA
2771582773098161280,DA
2771621633962077440,sdA
2771653137546088704,sdA
2771701378618925440,DA
2771713541966332288,DB
2771730206438849664,DA
2771735429118970112,sdA
2771746870912308864,DA
2771763402242931072,DA
2771789339548973312,DA+M:
2771811123622939904,DA
2771813322646360960,DC
2771937331237478528,DA
2771987114205146880,DA
2772097477682154624,DC
2772112011852240000,DAQ
2772143386588638592,DA
2772241822943618176,DA
2772276427496974720,sdA
2772286357461414144,DA
2772316898971880192,DA
2772326932015168128,sdA
2772541237999191296,DA
2772622666283415296,DA
2772664413365721728,DA
2772719285867897728,DA
2772719290163347584,DA
2772755088714915968,sdA
2772844492754834432,sdA
2772855182928578560,DA
2772907714673078016,DA
2772948126020805376,DA
2772994198134253440,sdA
2773061444438179456,CND
2773073470346643200,DQ
2773136383028850688,DB
2773137856200567936,DA
2773157067589710336,DA:
2773242412884630656,sdA
2773274711040415488,CND
2773308246143281920,DA
2773401326674641792,DA
2773454348047360640,DA
2773583879964657024,sdA
2773728946779609600,sdA
2773760665114010880,sdOB
2773873124537002624,DA
2773918097139247872,CND
2774195552027050880,DC
2774349449294606720,DA
2774369687180460416,DA:
2774460229385992320,CND
2774528880143880960,sdOB
2774531384109501824,DA:
2774568290763823872,CND
2774591788529419776,DA+M6
2774623227694034816,DA:
2774666211722786560,DA:
2774670231812236928,DC
2774977549607430528,DA
2775351482344831232,DA:
2775418071517983488,DA
2775520119940643456,sdA
2775526790025100416,DA
2775564890679790720,sdA
2775790393642703872,sdA
2776033626230867712,DQ
2776039673544830720,DC
2776054246369023616,DA
2776056166219221760,sdA
2776066199262337152,sdA
2776068123407691520,sdA
2776079943158014080,DA
2776083795743997696,sdA
2776199343249025408,DA
2776353309236602496,DA
2776353691488793600,DA
2776365197705652224,DA
2776431894253308672,DA
2776438590106918784,DA
2776448898028504960,D
2776464261127797248,DZAH:
2776467555366477824,DA:
2776562598698116992,CND
2776857783210428288,DA
2776945091305629056,DC
2776951203043889664,sdA
2776958418588638848,DB
2776965874652087168,DA
2776974602027508096,DA
2777005319631915904,DA
2777015593193689216,DA
2777058787679544448,DA
2777098984278522752,DC
2777130011122558208,DA
2777155579062819968,sdA
2777282705799658112,sdA
2777288684394154752,DA
2777300126187187200,DA
2777326789343752576,DA
2777379222304814848,DZ
2777380527974855296,DC
2777457218910617472,DA
2777498553676004736,DA
2777517245373757824,DA
2777524220400697728,DC
2777539613563149312,DA+M
2777643620491587200,DB
2777645067895669376,DA
2777645067895669504,
2777646506709469696,DC
2777652450944036992,DA
2777675781206292864,sdA:
2777681557938227200,DA
2777738831326315392,sdA
2777750857234800896,DA
2777751372630874112,DC
2777781437402323200,DA:
2777867237963963264,DA
2777880084210830208,DA
2777953927583527552,DA
2777970351539398912,DA
2777986255802292864,DA
2778043052449711488,DA
2778068070634786560,DA:
2778069062775645184,CND
2778097478275665792,DA
2778171665245965184,DA
2778206536084918144,DC
2778218252755761280,DA
2778261202429047552,DA
2778355352407184128,sdB
2778462550495469952,NOTWD
2778517942689046528,DA
2778812676229535616,CND
2778884969118877440,sdA
2778933626804132224,sdA
2779033265750134144,DA
2779074600515325568,DA
2779187098594016512,DA
2779200254078374016,DA
2779206851148388480,DA
2779235816407943936,DA
2779282202054151808,DBA
2779284538516313600,DA
2779385418708615936,DA
2779390744467891968,sdA
2779395898428720000,DB
2779476678173600896,DC
2779499355600731008,DA
2779506674225276160,DA
2779529695250056576,DA
2779692354251411200,DA
2779716302988680832,DA
2779739220934243456,DA
2779746917515975040,DA
2779747673430031872,DC
2779757672113968128,DA+M
2779758050071090688,DZ
2779798732001124992,DA
2779889957106771712,DA
2779903430420309248,DB
2779906694594683264,sdOB
2779965479811637376,DA+dM
2779968469108878336,sdB:
2779985889495898112,DA
2780026674505660288,DA
2780050795041827968,DC
2780091717490263424,DA
2780118247503710592,DC
2780136316430880768,sdA
2780141882708507904,sdA
2780302999816980608,DA:
2780316086583776000,sdA
2780331273586444672,DA
2780377281275961216,DA
2780434524599787136,DQ
2780464318788556928,DA
2780520664464305408,DA
2780524585769652736,DA
2780528086167644288,DA
2780542036221594112,DA
2780558666334802816,DC
2780566569074650368,DA
2780586635161919616,DA
2780589109063176192,
2780622648462300160,DA
2780656630244179712,sdA
2780712739697142144,sdB
2780715106223331072,DBAZH
2780729782127467136,DA
2780735515908185728,DA
2780760912051155200,DA
2780770013085321472,DAH
2780780939485221120,DA
2780824271407950848,CND
2780903539324180736,DO
2780975896637670528,DZ
2780995206810663680,DB
2781012734572656640,DA
2781085401124115328,DZ
2781095056210281600,DA
2781116153089521536,DA
2781124708664855040,DA
2781234075711976832,DA
2781253763842118912,DA
2781305651342257024,DA
2781309637071878912,DA
2781338121294920320,DC
2781340629555669888,DA
2781345641782487680,DA+M
2781371720823582976,DA+M
2781382166184071808,DA
2781385018042376960,DA
2781770637386074112,CND
2781820562085975936,DZ
2782037303315690752,DC
2782103480172014592,DA
2782116949189061632,DA
2782127978665166080,DA
2782150862250733312,sdA
2782276928131304704,sdA
2782363896924205952,DA
2782417115863764224,DZ
2782456217245890560,sdA:
2782817922213580160,DA
2782986250570117376,DA
2783291334982223872,DA
2783309850585780352,CND
2783312393206736896,DQ
2783386747680369152,DA
2783420184001209856,DA
2783444265882515968,DA
2783445193595433344,DA
2783455471452379008,DA
2783474674251055872,
2783489036621749888,DA
2783637230173343232,sdA
2783714883183110784,D+M2
2783787966345039232,DA
2783796728078348544,DA
2783805799049284224,DA
2783811330967210880,DA
2783824250228883456,DAH
2783845553266808960,DAH
2783887304644235776,DA
2783919156121663616,DA
2783920972892927488,DA
2783939870748482304,DA
2784126375408643200,DA
2784137649698103424,sdA
2784142112168721280,DA
2784165820388332672,DA
2784207773628621056,DA
2784262989728165888,CND
2784278421546104448,DA
2784281750145869696,CND
2784332018443668608,sdB
2784349060875289216,DAO:
2784413691540826624,DA
2784445680457082368,DA
2784577724931842304,sdA
2784594874735790080,
2784832914708609536,CND
2785056699684889216,CND
2785085218267094784,DA
2785101848380844288,DA
2785127721263947904,DA
2785137238911127168,DA
2785150398691320960,DC
2785173625874213888,DO:/sdO
2785230697399370368,DA
2785252515833393664,CND
2785349552029960576,DA
2785461702216001152,
2785606867815123072,DA
2785668337387526784,DA
2785761314839472768,DZ
2785782209855403264,D
2785786333024106624,DA
2785822788706507776,DC
2785879512339366400,DA:
2785880581786444672,DA
2785927684692570496,DA
2785962113150663424,CV
2785996507248307200,DA
2786014271233544960,DZ
2786111062616394752,sdA
2786290283011651712,DA
2786304920260451200,DA:
2786319351354264576,DA+M5
2786455896950837120,DA
2786504722138847616,DA
2786513041490373120,DA
2786529465445503488,PG1159
2786529465445503488,D
2786627626922933248,DA
2786627626922933248,DA_known
2786647830448646144,DC
2786674527965832832,DA:
2786710983647872384,DB
2786822760172168704,sdB+F2V
2786924529422107008,DC
2787001740049356032,sdO
2787068324927252224,
2787069600532714240,DA:
2787086333725311744,DA
2787162401891160832,CND
2787169308198238208,DA
2787180578192466048,DA
2787376875377560320,DA
2787441059368596736,DA
2787458033080342400,DA+M
2787507098786135552,DZ
2787814206127580928,DA
2787821357248330624,DA
2787859938939149696,CND
2787939447373738880,DA
2787991193140123264,DA
2788048780061707520,DA
2788137393826781184,DA
2788357021274028928,DA
2788410626761795712,DA
2788414779994778240,CND
2788523391127848832,sdA
2788802529642333312,sdA
2788992130973584640,DAZ
2789032056989725952,DA
2789051264083460736,DA
2789260235717251200,sdA
2789261747545763840,sdA
2789270818516108416,DA
2789296004204133120,DA
2789345172990541056,DA:
2789398778477164672,DA
2789405753503977472,CND
2789409425702135424,DA
2789705885818660096,sdB
2789721038463275520,CND
2789836311090262400,D+?
2789839918863421440,sdA
2790006666673146880,DA
2790007220724225920,DA
2790091539522099328,CND
2790129094716125184,DA
2790162110129782144,sdA
2790228909756105984,DA
2790417540424293120,DAZ
2790454923820216960,DA
2790494815860044544,DA
2790494850219788160,DC
2790516221593438720,DA
2790576110618983552,sdA
2790617926418523648,sdOB
2790648987622222080,DB
2790703447807846016,sdB
2790730007885695232,sdA
2790760695426735872,DA
2790761275247414016,DA:
2790806733181165184,DZ
2790874250066569600,DA
2790884008232725632,DA
2790909640597521152,CND
2790953659717624320,DA
2790964723553271040,DB
2790970667787808256,DA
2791056219241940736,sdB
2791076392702978688,sdA
2791078454287277696,CND
2791230801072256256,DA
2791323572365269760,sdA
2791363193439212160,CND
2791503960991693184,DC
2791548937889213696,DA
2791781072281887232,DC
2791864291568027264,DA
2791907550478708480,DA
2791937615249891712,DA
2792039182636570240,DA
2792039938550642048,DA
2792147725050212352,DA
2792200501607971840,CND
2792285198363067136,DA+DB/DC
2792315366213367296,DAP
2792345190466382720,DA
2792362301616136832,DA
2792364397560292480,DB
2792378107095679616,DA
2792429440544585472,sdB
2792431570848368640,DA
2792468095250658688,sdA
2792475516954160896,DA
2792477995151179520,CND
2792494620968457728,DZ
2792534169027137280,DC
2792535543417139712,He-sdO
2792615704686244608,DA
2792836122408123136,DA
2792884054242979456,DA
2792907040908250624,DA
2792919650932258560,CND
2793060564514730880,DA
2793120861559993600,DA
2793335163248774016,DA
2793352721076228096,DA
2793545479206825344,DA
2793571455169215360,sdA
2793596847015540608,DA
2794046890869015808,DC:
2794072179636366464,DA
2794171444920541056,DC:
2794267617828358912,DC:
