gaiaedr3,spectype
2678624906124078464,DA
2678671527993501312,DC
2678693518226102528,DZ:
2678703619989331328,DAH
2678721796291234560,DB
2678809143041158272,DA
2678829307912339840,DA+dMe
2678875491696061184,DA
2678902047478988288,DA
2678951147544822272,DA
2678955133274484096,DA
2679055124408149760,DC
2679082539184276992,DA+M3
2679087005949901312,D
2679089071829498240,DA
2679160123473244032,DA
2679180979834504192,DA+M
2679197541228863872,DA
2679197713027511552,DC
2679201634332250752,DC
2679207333753861888,DA
2679207746070720128,DA
2679230771390593024,sdO
2679277152742455552,DA
2679372535375657344,DC
2679389410302604544,DA+M
2679390849116632704,DA
2679452043810740480,DA
2679452078170491392,DA+M
2679476512239443328,DA
2679612641227558272,DA
2679698093897308928,sdA
2679806537525967616,CND
2679816566275026048,DA
2679893978765706752,DA
2679976510857026048,DA
2680013864187927168,DZ
2680034578815157120,DA
2680065468219726208,DA+M
2680087630250534016,DA
2680093711924796928,DA
2680099621799764736,DA
2680104878839785600,DA
2680106699905958784,DA+dM
2680152673235328768,DA
2680168135117723136,
2680168139412624768,DA
2680173082920589184,DA
2680180916941028480,WD+MS
2680192599251468928,DA
2680204281563102080,DA:+M
2680269496345737728,WD+M
2680317943577635200,DB
2680348661182948224,DA
2680353299747963264,WD+M
2680359965539085312,DAB13.4
2680368349313096832,DA+M
2680447892108035328,DA+M2
2680450847045639552,DA
2680457551489346944,sdB
2680458852864638720,DA
2680486203215597952,DA
2680488230440177536,DB
2680542965503896576,DA
2680561519762303360,DA
2680565986528375296,He-sdOB
2680574649477853952,sd
2680577222163016832,sd
2680598770014103424,DA
2680652199407114368,DA
2680659135779004160,DA
2680694148353026944,DA+M
2680718818644651264,DA
2680720158674432896,DC
2680744691530012416,WD+M
2680813793257255424,DC+M
2680824754013590144,DA
2680830114132723840,DA
2680845228121937920,DA
2680864710093643136,DC
2680874781792448384,sd
2680914222476462720,DA
2681033141535352064,DA+M
2681033588208350464,WD+MS
2681035546713478528,DA
2681038604730208128,DA
2681047057225897216,sdB
2681074029619738624,DA
2681078187148127872,DA
2681131444742974208,DA
2681136358185630208,DA
2681143779889066880,DA
2681172401551258496,DA
2681176078043358080,DB
2681195701749185664,DA
2681207654642114304,DA
2681243457490130304,DC
2681244934958884608,DA
2681271838634044544,DA
2681273487900974080,DA
2681294447341468416,DAH
2681319804829020544,DBAM:
2681325577265112320,sdOB
2681355745114541056,DA
2681364369411131008,DB
2681386668879750784,DA
2681388764823777664,sdB
2681391547962640000,DA:
2681400859451964416,DA
2681444874276691456,DC:
2681452295980225408,DZ
2681455594515053312,DA
2681466727070382848,DA
2681579190788729984,CND
2681637391890394496,DC
2681706077007572224,DA
2681888149265310720,DZ:
2681905363489420928,DA
2681927869118654336,DA
2681949550113611520,WD+M
2681962366296118784,DC
2681983944211476608,DA
2681997035271746944,DA+M
2682003048226331904,DA
2682003391828010240,DA
2682035900431122432,DBA:
2682094616928734976,CND
2682107811068484224,sdOB
2682139976078612864,DA:
2682170350087374464,sdB
2682198108461098624,DA
2682205530164591104,DB
2682228035792623232,DA
2682262636049600768,sdA
2682344450881423360,DQ
2682734017300574592,sdA
2682769923227138304,sdA
2683210316288400768,CND
2683213511743993472,DA
2683345934175922176,DZ
2683452758602312192,DA
2683561502878995968,sdA
2683581362807866880,sdA
2683585696429935488,sdB
2683662932826791680,sdA
2683851258552744960,DA
2683985708209475968,DA
2684009283284602880,sdB
2684489387614560000,DC
2684492789228687744,sdA
2684594390974873728,CND
2684752033453543168,DZ
2684776433163622784,CND
2684778456092733696,sdA
2684806459279262976,CND
2684869956075600640,DZ
2685104976686896000,sdA
2685255953376941568,
2685285708909918336,DA
2685318075783946368,DA
2685833265701345280,ELM-DA
2685959542034846464,DA
2686055710647408128,DZ
2686081102494206080,PG1159
2686185285515993984,DA+M
2686249018534962816,sdOB
2686420164391771136,DZ
2686566090200901248,
2686607906002083328,DC
2686610860940007168,DA
2686759020137640320,
2686817676500648192,He-sdOB
2686821967172724096,sdB
2686844855056858880,A/sdB
2686845331794265856,sdB
2686849180085861760,sdB
2686856949684821248,DZ:+M
2686857254624358656,sdB
2686875602724843264,CND
2686878626381852160,DA
2686881787477795072,DA
2686883539823160832,DA+M
2686890721008636160,sdB
2686908970328696064,sdB
2686912440663500416,
2686976517275967744,DA
2686998713666980992,DQ
2687045996961878272,DBAH:
2687094749135984768,sdOB+MS
2687117186044207744,DA
2687141276516313216,DC
2687179926926709376,DC
2687312692955531776,DC
2687339493552038400,DQ
2687356604701936768,WD+K
2687359284761589760,CND
2687361586864067456,DA
2687415566012782976,DA
2687469476441903744,DA
2687469579521125504,DC
2687518954465818240,DA
2687583001018375296,DA
2687584757658775424,DAB13.4
2687624026545008640,DBH:
2687631516968797952,DA
2687633754645834496,D
2687661650459472000,DA
2687719924578225152,DZ
2687732916851442304,DA+M
2687733913283870336,DB
2687768066863960576,DA
2687792973379619968,DA
2687867052975030656,DA
2687870218366060416,sdB
2687886088269786112,sdOB
2687924296299457664,DB
2687955220063656960,DB
2687966868015004800,DA
2687970411363166080,
2687977931850851584,sdO
2688012605121741312,sdOB+MS
2688016277317977472,DA
2688020950242446976,DA
2688098878128948480,DA
2688164715683352576,DA+M
2688174405129582080,DB+M
2688182544092288128,DA
2688215048406240640,DA
2688225356327106176,DB
2688248141128025472,DO
2688259922223271296,DA4.6
2688307166863547264,DA
2688371385213959040,DA
2688422581224291072,DA
2688482951285587072,sdA
2688845347741240576,M1V
2688859190420002176,CV
2688880630897312128,DA
2688897913844721536,DA+M
2688917979933192448,D
2688921828223018496,DZ
2688922927734379008,DC
2688986325747403264,DA
2689055590685508864,DZ
2689074488540964224,DA
2689113418124882432,DA
2689121737476471680,DA
2689129601561746560,DQ
2689154752889117952,DA
2689160181727792512,DZ
2689168634223544832,DA
2689207911700924544,
2689223541089105664,CND
2689226014987218176,DAO
2689270549503715328,
2689317789848730624,sdB
2689357922021997440,DA
2689360430282930944,DA
2689361873391936640,sdB
2689364416012661760,DA
2689364416016533248,DA
2689372971587511424,DA
2689376892893428224,
2689496872803968768,CND
2689511445628104832,DZ
2689522402089833728,He-sdO
2689525425746827008,sdOB
2689621671669850368,He-sdO
2689655442996837888,sdB
2689673069547572992,DA
2689702584558957056,
2689722203968334592,DA
2689722375767026176,DA
2689733817560284800,DA
2689733817561873792,DA
2689764608181334528,DZ
2689863078897521408,DA
2689915958535673472,DA
2689963413627537792,sdOB
2689964337045144704,DBZA
2689969186062971648,DA
2689979283532303104,DC
2690030926218780928,DA
2690055046755381504,DA
2690056111908578944,
2690059032483402368,DA
2690065251596080384,DC
2690102497553189760,DB
2690119127666864384,DA
2690185304523424640,DA
2690249694672377216,DA
2690254779914604800,
2690257391257065472,DA+M
2690311095525498624,DA
2690338999927464704,DA
2690413075227650176,
2690444892348375808,DA+M
2690477297874699776,DA
2690493511375149440,sdOB
2690496260154655616,DC
2690520311971375744,DA
2690573058465313280,DA+M
2690644526720191232,DA+K
2690647825256267264,sdB
2690675102592653568,DA
2690697646876721152,DA
2690763205256872832,
2690763205257368832,DA
2690804879325269760,sdA
2690830511689102336,DA
2690901670707780352,sdOB
2690910329361670912,DA
2690911738111175936,DZ
2690917991583617792,DA+M
2690925138408478336,DA
2690933453467615616,DA
2690955718576470784,DB
2690967057290240000,He-sdOB
2690995683247306240,sdB
2691055602335093760,DA
2691069586749115136,DA:+M
2691204212499446272,He-sdO
2691256267503116928,DA+M
2691277330022787712,DA
2691283201243289856,DA
2691361197849008256,sdA
2691521898344714240,DA
2691546946594000640,sdA
2691567047044735616,DA:
2691647899800793344,sdA
2691722146900727552,DA
2691771697938094976,DA
2691867011851791744,sdB
2691890685712023552,DA
2691890784495579392,sdOB
2691915867104907648,sdA
2691928374049758336,DA:
2691938372734123776,sdA
2691981013169185408,DA:
2691990706910910208,
2692018980680713856,DZ
2692091617166719232,DAZ
2692098592194565504,DA
2692409169869976832,DA
2692410269380485760,sdA
2692419683949597952,sdA
2692578116702173056,CND
2692748609723649920,sdA
2693066750836196224,DA3
2693095097621419648,DA
2693134400866685440,sdOB
2693163915881713152,DA
2693207002993876736,DBAH:
2693259745192370816,DA+M7
2693269297199730048,He-sdO
2693289122768841088,DB
2693445390858014336,sdOB
2693465697468314880,DA+M:
2693553005559022848,sdB
2693566234058173824,DA
2693629730855499008,DA
2693914886618675456,DA
2693917150066120704,sdB
2693940725141960192,DAZ
2693950032336442112,sdA
2694036515796887296,sdA
2694329570005647488,CND
2694388874914655104,DA+M5
2694608193124145280,DA
2694804559028808960,sdB+G
2694828168464871040,DC
2694959074773125376,DC
2695057377983631104,DAB:
2695232651304957952,
2695295941942097152,DA
2695535768621068416,sdA
2695599643375238144,DA
2696008318102980224,DA
2696161596896306560,DA
2696423796059073920,DA
2696526943994381952,DA
2696628687474414208,DA
2696655140178221696,DA:
2696714891762921216,DA
2697089829523253120,DA
2697157720070448768,sdA
2697206686993714176,DA
2697238362376404224,CND
2697252346789953280,sdOB
2697327113581223936,DQ
2697335119400719232,DA
2697447888061168384,DAB
2697455756441376896,DA
2697501970290163712,DA
2697524613356907264,DA
2697595944173900416,DA
2697784063741598208,DA
2697944699813777280,sdA
2697965212577853824,sdA
2698026093739557120,CND
2698211705046085760,DA
2698234008811185792,DZ
2698458854643262976,DC
2698467586312353408,sdOB
2698490156365025536,CV_low_acc
2698601172680564480,DC
2698679998215051264,sdB
2698682811417975424,DA
2698759296195844224,DA
2698766889698002688,DAZ
2698801146357225344,sdA
2698868903761682944,DA
2698930721225767936,DA
2698968100326152448,sdA
2699056065550929536,DA+M
2699099148368880384,DB
2699101282966198400,WD+MS
2699124166552895104,sdB
2699254694903152896,DA
2699292254393398272,DA
2699307574540759680,DA
2699327812427459584,DOA
2699328568341712640,DAO
2699328602700641152,
2699342797568597248,DA
2699408008056686848,DA
2699464151869310080,DA
2699480988141189248,sdA
2699743324742473216,DA
2699750475864002176,DA+M
2699796444898148736,DA
2699886196830898688,PG1159
2699890624941363200,He-sdB
2699897707342968448,DA
2700085513377004928,DA
2700246385672357888,DC
2700383244805426304,DA
2700398427515184128,DA
2700482024758414592,DC:
2700557375664184448,DA
2700622659166699136,DA
2700717461980441856,sdA
2700725635303873024,DA
2700855343316230144,DA
2700991343455261312,DA
2701166230228230016,DA
2701190178966729728,DA
2701318787466116352,DA
2701318787468149760,DA
2701372663541357056,sdA
2701440700113805440,DA
2701546356308610048,DA
2701648056840319104,CND
2701893698904233216,DA
2701904724085767808,CND
2701905926676636416,DA
2702211693987574400,DZ
2702224858062418176,DA
2702350576049530240,DA+M
2702357589731356416,DZ
2702370886950447488,DA
2702380743900093440,DA
2702382156944616832,DZ
2702383290815983872,DB
2702389716087076224,DA+M
2702439602132610304,DA+M
2702473858791181056,DA
2702527013306504064,DC
2702619273499324416,DA
2702647581630829696,DC+MS
2702895074823862784,DZ
2702965752809060608,CND
2703071855678087424,DA
2703136451985648512,DA
2703245269280918912,DA
2703545985707326592,DA
2703590241050519808,DA
2703590241050519680,DA:
2703621577132037120,DAZ:
2704000839923602816,sdA
2704092997037532416,DA
2704122988794215168,CND
2704205795763108352,
2704317190035786880,DA
2704453632556221184,DA
2704502492104555520,CND
2704570318227295360,sdA
2704608010860524672,sdA
2704621033201501568,DA:
2704791079546677888,DBA4
2704842142412889856,sdA
2704955971931335168,DQ
2705099840450333824,
2705124815685058048,DA
2705188999676567936,DA
2705212673536395648,CND
2705217380821102592,DA
2705351486879622912,DA
2705369697540849664,sdA
2705490643820322688,
2705510503748601088,DA
2705531806786920448,
2705536307912657664,DAB
2705551391837593216,
2705649557610026752,sdA
2706009304070920192,DA
2706040708871078144,DA
2706217352286284288,DA
2706308994003207680,DA+M
2706719554226398080,DA
2706795626682842752,DA
2706803323264423808,DC
2706814593258288896,DAZ:
2706829196147185536,DA
2706879361365242880,DA
2706925369055637120,Carbon
2706989999722921216,DA
2707020751689188352,DA
2707140976413400704,DA
2707231961000439808,DC
2707280545670705792,CND
2707306452913444096,DA
2707432759312274304,sdA
2707566075096439552,DA
2707587378134583168,CND
2707700078076672768,DA
2707743680584354432,DA
2707745776528399104,DA
2707796667595813248,DC
2707943070145832576,sdA
2708070613494530048,sdA
2708203894919546496,DA
2708238941853305856,DA
2708256877636530304,DA
2708400230759920768,He-sdOB
2708540070600397568,CND
2708593190755449728,sdOB
2708638614329816832,DA
2708688813907881088,DC:
2708709257952415872,DA
2708730977601544960,sdA
2708771002401560704,DA
2709047529575886464,DC:
2709087627393808768,DA
2709095701928951808,DA
2709178611978328320,DC
2709201873520533248,DA
2709299145939718400,sdA
2709324022390816768,DB
2709363196787375488,DA
2709431087334966656,DA
2709470772833499392,DC_BLLac
2709539840202060800,CND
2709544135169706112,DB
2709700948720538752,DA
2709809594213444352,DA
2709860038604248064,DA
2709861859670353792,DA
2709896116329593856,DAO
2709940333017596544,DA
2710268777756905856,DA
2710315511296166144,DB
2710336122843874816,sdA
2710483869719390592,DA
2710544411577786880,DA
2710657248958816256,DA
2710661406487204480,DA
2711092621203766912,DZ
2711120177714628224,DZ
2711178417470214784,DA
2711197693283527680,DA
2711305999474150144,DA
2711324446359728384,DA
2711338636929958528,DA
2711352896221821056,DA
2711352930581558400,DC_HOT
2711377089772769536,DA
2711378769104911360,DB
2711475942740396672,DA+M
2711621108339700864,
2711693401228934400,DA
2711757207262966016,sdA
2711798576388134272,DA
2711867295864946688,DA
2711870903636989056,DA
2711925913578735360,CND
2711963743650699648,DA+M
2711968382214865664,DA
2711971130993981312,DA
2712047031655902976,
2712049058880523264,DA
2712073591734024320,DA
2712082044229419648,
2712093451662656256,DAH
2712156059401410304,DA+M2
2712226870526877568,DA
2712233506251677184,DA
2712236289390481152,DA+M
2712240064671438720,DAH
2712347645007235968,DA
2712384409927302784,CND
2712418151190525312,
2712439351148860672,DB
2712461375741190272,DA
2712491062555497728,DA
2712529957779476224,He-sdO
2712583146653885824,CND
2712709835304462336,DA
2712900321399127424,DA
2712901249112064384,CV
2712969766725536512,DA
2713012643383227776,DA
2713073189537921536,DB
2713436543771263488,DAO
2713527043026574080,DA
2713550102706583552,WD+M
2713580712938324480,DC
2713587314303537920,DA
2713617271700011008,DC
2713752683428524800,DA:
2713932247421725184,CND
2713967053836470784,
2714054808608187520,sdA
2714218433977373440,DA
2714256156675078656,sdA
2714269007216940800,CND
2714432598227069824,
2714438405021876096,DZ
2714633259098801536,sdB
2714720528538951040,sdA
2714908648106220032,DC
2714977745540449664,CND
2715031965207504896,
2715132673600488192,DA
2715214866389997952,DA
2715232591720070400,D
2715410815682998144,sdA
2715593510707072512,sdA
2715754344346942336,DA
2715778327444398592,DC
2715786505062211840,DA
2715905497131100032,DA
2715965519298783232,DA
2716039358376761088,DA
2716145255092837888,DA
2716631582827390208,sdA
2716783624669373312,DC
2716894640984116096,DA
2717109221845456768,sdOB
2717438933599323264,DA
2717499376674656256,DA
2717510195697147264,CND
2717582699040219392,sdOB
2717973399330302592,sdOB
2718032566799805952,CND
2718084140766602624,DA
2718118053828251648,CND
2718222954109355520,CND
2718228387243575168,sdO
2718502951617577984,DA
2718780578303403776,sdA
2718818202217242240,DC
2718933066822333568,sdA
2718968457356568192,sdA
2718973478170263808,DZ
2719012579552367488,DA
2719202554545815808,CND
2719255331104049536,sdA
2719277042163729152,DA
2719317414856391040,DB
2719362357394129536,CND
2719582745051086976,DC
2719705542461133568,DQ
2719749527220932992,DB
2719852224183359360,DC
2719854491927174272,DA
2719871156399493760,DB
2719908367995903744,CND
2719964546168645248,sdO
2719990109813842688,DBZ
2719997634596972544,DC:
2720024572631978624,sdA
2720171013836962816,D+?
2720186956755068928,WD+M
2720208809548760704,DA
2720233136243559168,DA
2720238805600425728,DA
2720257497297413632,DA
2720274131706237824,DB
2720299484897776384,DA
2720410333709020160,He-sdO
2720416995202841216,DA
2720419778341655040,DA/DAH
2720421015293105408,DA
2720424554345390592,DA
2720498530862520832,DB:DC
2720533028039614208,DA
2720714898429962624,DA
2720727194924644224,DA
2720756989109498752,DQpec
2720779043767125888,DC
2720781345869693568,DBAH
2720782788978712064,CND
2720807150033137024,DC
2720832267000987648,DA
2720884665602080384,DA
2720899921325684096,DC:
2720960669343988608,DA
2720961803214513920,DA
2720962765287192320,DA
2720990463531479936,DA
2721021589159375232,DC
2721059595325404672,DC
2721111542954209024,DA
2721161398934578432,DA
2721168511400428288,DB+M
2721283449020923392,DA:
2721435486568189440,DA
2721682120770118016,DB
2721729777727289728,DC
2721868041314138240,DA
2721869312624463872,He-sdOB
2722064170995554560,DAB:
2722167692592172160,DA
2722168654664857088,CND
2722195455261832448,DA
2722212566411594368,DA
2722273245708777984,CND
2722521907135885440,DA
2722564135254579968,DA
2722684050741257600,sdA
2722715043225172096,CND
2722782491392341248,DC
2722790840807524864,CND
2723350492226010880,CND
2724714646854018048,DB
2724895585236306560,CND
2725380809165955456,DC
2725410392901513728,CND
2725685545685608192,sdA
2725775293323104000,DA
2725865595010422016,sdBV
2725926033790333824,sdA
2725934104033320064,DA
2726437611640855680,CND
2726496504231309696,DA
2726587523177883904,CND
2726594979241223424,DAZ:
2726628754863601920,DA
2726730906366167808,DA
2726779525396253184,DA
2726835222532270080,DA
2726854738863780992,DQ
2726863230013742336,sdOB
2726883429244350848,DA
2726884047719663616,sd
2726914387369090176,DA
2726920026661360000,DA
2726924798369862528,sd
2727009632564240384,DZ
2727010113601403008,
2727161262089420928,DA
2727290562079788544,DA
2727417276500370688,DA
2727456691414297600,D
2727507745691505792,DA+M5
2727571208127698560,sdA
2727596187657230592,DAH
2727604949390513152,sdA
2727613234382885760,DA
2727700950499268864,CND
2727702466623387648,sdOB
2727721806861198464,DB:+MS
2727801212216985600,DA
2727822760067648256,DQ
2727832857535457664,DC/DQ
2727863918739238784,sdB
2727904257071365760,DBZ
2727908586398588544,DA
2727974316578348160,DA
2728017816007589376,sdB
2728023794601366144,CND
2728056951749300096,sdA
2728080522529001600,DA
2728104127670266496,sdB
2728119177235739136,DB+M
2728199510304147456,WD+MS
2728225726784262656,DA
2728295167815099904,sdOB
2728326881853132032,sdB
2728328226178841856,DA
2728341828340472320,DA
2728350727512195712,DC
2728427319664072704,sdOB
2728434462194932352,DZ
2728493943196705152,DC
2728534247169845120,DA
2728546543661121920,DA
2728556890237465088,DA+M
2728561666241131264,sdO
2728653883483232256,DA+K
2728664848535543680,sdB
2728745452186497408,sdOB
2728746826576616064,DB
2728747861663372416,DBA
2728812178798401792,DA
2728852963807580160,DA
2728917560115342976,DA
2728965629390263296,DB
2729089530607010304,DA
2729127704275480576,DA
2729211164080363264,CND
2729399318007618432,DA
2729503359295054336,CND
2729585891386980224,sdA
2729804488042329216,
2729936846049609728,sdB
2730018003751684608,sdB
2730116062149591168,DA
2730162379077335680,DA
2730287796417844608,DA
2730508416002618752,DZ
2730707260103011712,DC
2730707290168343680,DC12.5
2730798480916011648,DQ
2730809720843191040,DA
2730821059556738432,DA
2730828717483058688,DA+M
2730846240950481024,DA
2730865138805952256,sdA
2730899258025908224,DA
2730909325429268480,DA
2730920870301424256,DA
2730923481641490944,
2730943719527769344,DA
2730983752917628672,CND
2730988284108725632,DA+M
2730989658498251776,DA
2731014470524213888,DA+M
2731100812251761920,sdA
2731173929774683520,DA
2731184546933975040,
2731184546935187328,DA
2731243680043198976,DA+dM
2731299656352377344,sdB+MS
2731334870789219456,DA
2731370845434824704,DA
2731414722821533568,DA
2731417372815660672,CND
2731426714370229376,DA
2731501687319341568,DA
2731502443233585280,DA
2731513885025782528,DA
2731591469315403520,DA
2731594630411233920,DA
2731668198906316544,DA
2731682591341089408,sdA
2731693380299051776,DA
2731694445450952064,DA+DB/DC
2731705337488054656,He-sdO
2731732172443595264,DB
2731733203236436608,DA
2731772377633104128,DAZ
2731863392284331392,DA
2731866347221858432,DA
2731890399039118720,DA
2731917375729044480,DB:
2731922422315395968,DA
2731927232679004032,DA
2731984750880900480,DA
2731992310023386496,sdB
2732014162816292224,DA
2732021210858549248,DA
2732026841560219520,DA
2732028525187031168,DB
2732070688881633024,DA+M
2732129852056101248,DA
2732173248405703552,sdA
2732262686804416000,DA
2732279935392563200,DA
2732281859537945344,DA
2732285501670226816,sdA
2732322850706020224,DA
2732329379056375040,CND
2732334021916594432,DA
2732366487574044928,DA
2732459327587247360,DAP3.2
2732515029018125312,DA
2732552133240294272,He-sdO
2732572680364077824,DA
2732604978518290816,sdB
2732621819084726528,DB
2732621917869387904,DA
2732673629275689216,DA
2732680432503331840,DA
2732701735541212288,DA
2732763071969831808,DA+M
2732766434928931840,DA
2732769767822850304,DA
2732775265381534080,
2732811480545388544,DA
2732848245465327872,DA
2732864192679430656,DBA
2732887484287407488,DA+M
2733055335904034432,DA
2733079658303171200,DA
2733138825773332224,DA
2733159033594521728,DA
2733347737277400960,DA
2733703154411158272,sdB
2733726415954022144,DA
2733740262928595328,DBA
2733969820340679424,DC+M
2734106430366018688,
2734163982926890624,DC
2734200064947455232,sdB
2734213564029411072,DA
2734319087081051264,DA
2734416114686741888,DA
2734420684532561152,DA
2734423845627830400,DB
2734444839428147584,DB
2734467619935257344,DA
2734603650138728448,DQ
2734644332069805440,sdA
2734807643906462464,CND
2734815099968606592,sdA
2734823140147453824,sdA
2734840354376659840,DA
2734850353060588928,DA
2735006689870184832,CND
2735046615886783872,DA
2735175263041913088,DA
2735286412500973952,DA
2735467282163538944,sdOB
2735498553820132352,He-sdO
2735510919030908800,DA
2735628429336048000,sdA
2735638840336737408,CND
2735802976806568960,CND
2735823425146356224,DA
2735848847058095360,DA
2735940656278057600,DA
2736054627915080448,DA
2736130940509282816,Carbon
2736312982698161536,CND
2736325180405791104,DA
2736370187367673856,CND
2736517453206032768,D+?
2736553466507578368,sdB
2736748007050841856,D+?
2736772368105465856,sdA
2736896166242318976,DA
2737292437105450752,sdA
2737346454909302912,
2737359404235676416,DC:
2737462827048060416,sdA
2737518455464919552,
2737594837166940928,
2737611093613805568,CND
2737737292637935232,DA
2737824948625911424,sdA
2737918849495239936,DA
2737921155893258496,DAH
2738015606519302016,sdA
2738160776413662976,DZ
2738160776413663872,DZ
2738210116997261824,DA
2738250352251363968,DA
2738294607594002944,DA
2738328520655872640,WD+MS
2738328623735088128,DA
2738364323503481984,DA4.8
2738365182496839040,DA
2738545025663340032,M1V
2738626591386423424,DA
2738789147308719872,DA
2738818013784729856,DA
2738907482247205376,sdO
2738925727268343936,DA
2738990637109882368,DA
2739033964740707328,DC
2739206274531999744,DQ
2739231150982741760,CND
2739264308130163584,DA
2739326950229671680,sdA
2739368693017310720,
2739450297394226560,DA
2739476788752440192,sdA
2739624711723101312,DA
2739657486616443392,DZ
2739776130793272832,DB
2739776886707932544,DA
2739782629080048000,DA
2739838459358323712,DB
2739975142397573120,CND
2740185355276846720,DA
2740194636701529216,DC:
2740231019369542016,DA:
2740318086946217472,DZ
2740388661848864768,sdA
2740458858794406144,DA
2740472259092405888,DA
2740514903824114944,sd
2740662234085724544,DA
2740676188435713664,DA
2740723944175721344,DA
2741016246766565504,
2741042184072570624,DA
2741059226502806784,DA
2741195089205532160,DC
2741213398648898432,DZ
2741247758387516288,DA
2741393203159701760,DA
2741440172922171008,DA
2741471543363203968,DA
2741599395949650944,CND
2741643170256444544,DA
2741799717521122816,DA
2741848023016637184,DZ
2741980033131586688,DA
2741986595841618816,DC
2742026693656168704,sdA
2742043289409950336,DZ
2742095000816177024,DA
2742115891536736640,DA+M:
2742201172407646208,CND
2742224640108976768,DAZ
2742357955895941888,DA
2742493195823996288,DA+M4
2742591773913180160,DA
2742615963169132800,CND
2742622113562581120,DA
2742692413587033984,DA
2742698529620421888,DB
2742718080312489088,CND
2742720313694645888,DC
2742785322319919232,DC
2742789930821144320,DC
2742811951117036288,DA:
2742917298074871552,sdA
2743011615556380288,DBA
2743123697022901120,DZ
2743137440918473728,DA
2743187709215714560,DA
2743279724594792960,DC
2743337242796834688,sdA
2743352635960001792,DZ
2743383181767409024,DA
2743395589928935296,DA
2743398334411752320,DA
2743487978969243392,DA+K
2743632289870214784,DB
2743812644136889600,DA
2743986573132704384,DA
2743987814379562880,sdB
2744062714312709632,sdA
2744148544939508480,DA
2744353608153374848,CND
2744442874754659584,sdA
2744464276575433088,DA
2744777362511106816,DA
2744818284959641472,CND
2744849968934530304,DZ
2744932943406490112,DA
2745205828448740736,DA
2745244002118134400,DA
2745352097854964864,DA
2745391267956425344,DC
2745474452883332480,DAH
2745545753636701184,DA
2745573958685644928,DA
2745578081854083456,DA
2745580727553947648,sdA
2745620073750746624,sdB
2745659926750804608,DA
2745741634209187072,DC
2745836540102472576,DB
2745896562268906112,DA
2745919102257342976,DA
2745919106553695616,DAH
2745925531824832128,DA
2745935977185402880,DA
2746010881414723328,DA
2746037712074342784,DAH
2746093825823202816,DA
2746124264255288832,DA
2746360865413478016,D+?
2746386119821306496,DA
2746394056920864256,CND
2746508096892502272,DA
2746591556701283200,DA
2746592591785639680,CND
2746738620674124928,DA
2746843589674667264,CND
2746874749660462208,DA
2746936704566064896,CND
2747022771413360256,DA
2747043181098000512,NOTWD
2747056684475100544,DBA
2747146294672823296,DA
2747157191006854272,DA
2747384888699406080,DC
2747451409149772800,sdA
2747562356744824192,DA
2747611250653031040,DA
2747684849212364928,DA
2747684853507815552,DA
2747700792130667008,DA
2747722370046444800,DA
2747784698612126848,DA
2747843836017055488,CND
2747891042002404736,DA
2747980828294005376,DA+M
2748012233094902528,DC
2748145308360800640,DA
2748162144633560064,DC
2748172207741104256,DA
2748173586426407424,CV_high_acc_4537_55806_0998_cooler
2748199764251125888,DC
2748250101268450816,DA
2748257802144916736,He-sdO
2748395309819126656,DA
2748460627681818240,sdBV
2748488111175592192,DA
2748820752097653760,DB
2748980623665407360,DA
2748995192194668160,DA
2749016632671274624,sdA
2749042299395966976,CND
2749070371302270080,DA
2749073261816024832,DZ
2749140121570906880,DA
2749150326413301248,DC
2749295633747172736,DA
2749312607457587840,DBA
2749396788816647296,DA
2749484784109321344,DA
2749524641403549312,DA+M
2749530521214502144,DA
2749533025179314816,DA
2749533300057227264,DZ
2749565602507405696,DC
2749569446502059648,DA
2749586523292044416,DC
2749587008623814784,DA
2749589272071235328,DA
2749610751202939008,DBA:
2749626655466254464,DA
2749647511827367168,DA
2749656655813483776,DA+M3
2749745819334532864,DA
2749778873402895488,DA+M
2749781068130558464,DZ
2749790448339267584,DC
2749791380347645824,DA
2749807318971009024,DA:
2749837108863857024,DBA
2749846901389046656,CV_high_acc
2749871399882987264,DA
2750026568461267584,sdA
2750052510063699840,DA
2750199780197751936,K2V+DA2.1
2750294505700787200,sdA
2750570208241467904,DC
2750577251988293248,DC
2750600788408980736,DA
2750656794782404480,D
2750775713840762496,DA
2750965864924379264,CND
2751049324728986752,DA
2751172946772404224,DC
2751173530888036224,CND
2751245651978394240,DC
2751252489566343680,DA
2751252493861856000,DA
2751523072506351104,DA
2751587741829654400,sdA
2751692882628118272,DC
2751694012204398720,sdA
2751749709340268416,CND
2751750087297310592,CND
2751887427468160000,DA
2751982668366382720,DA
2752046852357512192,DA
2752056099423455744,
2752063589846459264,DA
2752318294290779776,DA+M4
2752322726696968320,DA
2752717554450439808,DA
2752822901408379008,DA+MS
2753010024543499136,CND
2753117501805164160,DA
2753189558472686464,DC+MS
2753263805571267456,sdA
2753405887385092352,DA
2753494393775345920,DA
2753785523841180032,DC
2753950347503688192,DA
2754002711744980480,DZ
2754437293715652608,DA
2754688222884925952,DA
2754710213117736320,DA:
2754756392606260352,DC
2754894999790580736,DZ
2755061026046155136,CND
2755186576530300544,DA
2755189050431391616,DC
2755196334695962112,
2755239426102761600,DC
2755241728205788672,
2755441525789009920,DA+M
2755542955736489472,DA
2755569515814791808,CND
2755634666173943936,sdA
