GaiaEDR3,specClass
1265764279886609024,DA
1265877117268650112,DA
1265966143349736960,DA
1265972946577735424,WD
1265985590961480192,DC
1266106812118614528,DAZ
1266120732108636160,DA
1266288987450992896,DA
1266313554664075904,Unreli
1266379392218823680,STAR
1266459892790322304,DA
1266711131199577216,DQ
1266891485463771904,DA
1266981404899202816,DA
1267274940143619840,WD
1267332389626676480,DA
1267332389626676480,DA
1267768144123953280,DBA
1267768144123953280,DBA
1267803908315582080,DC
1267905445638403328,DA
1267915135084797312,DZ
1267945848394908160,DA
1268098611791735424,DC
1268369057294713472,DZ
1268369057294713472,DC
1268708982479966208,DBH
1268834636043185920,STAR
1268876039528307328,DA
1269048521118498048,DA
1269088618933549312,DA
1269355868978465536,DA_MS
1269365833302612480,DA
1269406755751183488,DA
1269433521987511296,DA
1269472348491307904,DA
1269574774871892608,Unreli
1269574774871892608,DA
1269729806011579008,DA
1269774649765271552,DA
1269817320266750720,DA
1269818522855489792,DC
1269833263183324032,DA
1269863912070302976,DA:
1269863912070302976,DA
1269902223178059392,DA
1269916997865771264,STAR
1269932975144254720,DA
1269970603353391872,DA
1270099761612163328,STAR
1270140821499608832,DQ
1270177822639467392,DA
1270199778512866688,WD
1270210601830111872,DA
1270214862437727232,DA
1270214862437727232,DA
1270512452131786240,DA
1270516266062807808,DA
1270555234306904832,DA
1270555234306904832,DA
1270555234306904832,DA
1270686832099254912,DA
1270736722441390336,DBA
1270758815753143936,DA_MS
1270782249094839808,DBA
1270782249094839808,DAB
1270797809758788096,DA
1271077944705755904,hotDQ
1271077944705755904,hotDQ
1271112338804063744,STAR
1271112338804063744,DA
1271133366963988864,DA
1271148485248476288,DA
1271148485248476288,DA
1271298916484969472,DQ
1271409344382721024,DA
1271542557088192768,DA
1271636500913342976,DA
1271647633469311872,DA
1271649969930799872,DAH
1271663056690275712,DA
1271791596471715712,DA
1271879660481566464,STAR
1271879660481566464,DA
1272165327349023488,STAR
1272292153436942848,DA_MS
1272351694567455360,STAR
1272351694567455360,STAR
1272440823728043904,STAR
1272526005814741120,STAR
1272563178756714880,DA
1272650074534651136,DA
1272703675726383872,DA
1272703675726383872,DA
1272768516849624448,DA
1272800711924499328,DA
1272870835853944704,DA_MS
1272873000517515648,DA
1272901244222372480,DC
1272905612205451904,DA
1272943369262002176,STAR
1272983883689952640,DA
1272992125730442368,DA
1273078849710504320,Unreli
1273085549859559552,DC
1273176809324669440,DC
1273213161927230208,DA
1273253573275952000,DA
1273311636937272704,DA
1273350085484583296,DA
1273369640472808192,DA
1273381868242826752,DA
1273428494407959040,WD
1273428494407959040,DC
1273428494407959040,DC
1273456463234876288,DA
1273517657928701696,STAR
1273517657928701696,STAR
1273517657928701696,STAR
1273955607154328064,STAR
1274020237822350464,STAR
1274037799944818304,DA
1274039449212193792,STAR
1274109263904341632,DA
1274162040462678912,DA
1274162040462678912,DA
1274221482809577984,DA
1274224064086529536,DA
1274417200175476608,DA
1274417230243449600,STAR
1274424102191173632,DA
1274539585266913536,DA_MS
1274685377937361792,DC
1274822606432265216,DA
1274940017956800768,DA
1275033201568451712,DBA
1275070237066758784,STAR
1275292956890724992,DA
1275292956890724992,DA
1275314706605308160,DC
1275394696075974016,DC
1275434037976061440,STAR
1275457471318192768,DA
1275492999287723392,DA
1275760219272654080,DA
1275840277461934720,DA
1275883605092301184,DA
1275902945325728896,DA
1275981324189764608,DC
1276011011004709120,DC
1276011011004709120,DA
1276066944357123712,STAR
1276154046294137856,DA_MS
1276159234614600320,DA
1276171707199381120,DA
1276184282863552896,DB
1276184282863552896,DB
1276294886861344768,DA
1276294886861344768,DA
1276448754066838912,DA
1276452907298588160,DA
1276496617182603904,DA
1276515510741369344,DA
1276524517290830208,DA
1276580828604426880,DA
1276589732073639936,STAR
1276598322008841472,DA_MS
1276603024994928768,DA
1276611550507560064,DA
1276637938786040064,DA
1276731775232123904,DA
1276760220798496896,DA
1276909513861366400,DA
1276998024547448192,DA
1277028742153245952,DA
1277198582340265728,DC
1277240569940818560,STAR
1277354369393700096,DB
1277354369393700096,DB
1277479163964443776,STAR
1277479163964443776,DA
1277517337632992896,STAR
1277517337632992896,STAR
1277535724389842304,DA
1277535724389842304,DA
1277535724389842304,DA
1277575543029632640,STAR
1277604959262704896,DBA
1277779055759938048,DZ
1277807402544832256,DA
1277807402544832256,DA
1277810185683529472,DA
1277840147374947456,WD
1277847603438189056,DA
1277847603438189056,DA
1277882993968835456,DA
1278167973639520000,DA
1278207659136481920,DA
1278207659136481920,DA
1278242882164814208,MWD
1278309948078168576,DA
1278543766097520384,STAR
1278558338922876928,DC
1278674333103288832,DA
1278685843615737600,DA
1278757414950301184,DA
1278827714975293184,STAR
1278842317864166912,DA
1278887603998849280,STAR
1278887603998849280,STAR
1278929389737392768,DA
1278941789306715008,DA
1278992882237735040,DA
1278995012541596800,DA
1279000303941309824,STAR
1279224810471618944,STAR
1279239653878238976,DA
1279239653878238976,DA
1279454333523511808,DA
1279456292028994816,STAR
1279472750343336064,DA
1279491991797251328,STAR
1279614037587680128,DA
1279650630709683328,STAR
1279713062354033408,STAR
1279931487210703744,DC
1280166374677460096,STAR
1280310406409086592,DA
1280520073824034304,DC
1280531927933779456,STAR
1280545014698961024,DA
1280674894509973760,DAH
1280774709550171648,DB
1280774709550171648,DB
1280842226435745536,DA
1281045124986474368,DA
1281072093085410304,DA
1281190496743761280,DA
1281272685238302336,STAR
1281410781322153216,DA
1281563952739950720,DC
1281563952739950720,DC
1281571752400624256,DA
1281584774741482880,DC
1281605218785927680,DA
1281670502288958848,DB
1281670502288958848,DB
1281751453832480128,DQ:
1281945036598365184,DA
1281989124439286912,DA
1282137691651169920,DA
1282156726946753920,DB
1282156726946753920,DB
1282195965767362944,DA
1282343472124199296,DA
1282343472124199296,DA
1282587151389251968,DZ
1282749466793164288,DC
1282978955485347968,STAR
1283094133624518272,DA
1283243078794163456,DA
1283243078794163456,DA
1283334819295648640,DA
1283338701946108928,DA
1283360589099566848,STAR
1283510882895711872,DBA
1283554034426512640,DA
1283678760276611840,DA
1283695562188895360,DA
1283714219526651008,DA
1283731365036032640,DA
1283732601986969856,DA
1283739130337153536,DA
1283860351493992704,Unreli
1283896807176651648,DA
1283942200686355968,STAR
1284092043505556608,DA
1284149076375720064,DA
1284194603029215104,DA
1284273836585626752,DZ
1284372723912454400,DA
1284411760871084032,DA
1284422201938265216,DA
1284426977939544704,DA
1284426977939544704,DA
1284440481316859264,STAR
1284483018672926592,DC
1284483018672926592,DC
1284539029343051392,STAR
1284568986738296448,DA
1284637637495863168,DA
1284655401480154240,DA
1284687837073111424,STAR
1284858330094934272,DA
1284858330094934272,DA
1284869084693241728,DA
1284897740715158656,DA
1284932139108595712,DA
1284996284444655360,DA
1285031232593884800,STAR
1285060846393119360,DQ
1285060846393119360,DQ
1285099432379373056,DA
1285105548412919296,DB
1285142833024133760,DA
1285165643594815616,DB
1285186603035460736,DA
1285238520600338944,DA
1285251474221412992,DA
1285340367160142464,DA
1285515636185516416,DA
1285564014697220224,STAR
1285633112131113728,DA
1285655961357579008,DA
1285684857897629696,DA
1285711825995953792,DA
1285730247111999232,STAR
1285834593341657600,DA
1285893520292453504,DA
1285906375130464128,STAR
1285907435986535040,WD
1285907435986535040,DC
1285982344512661248,DA
1286012886023828224,STAR
1286031027965287296,DA
1286055702554045440,STAR
1286111464112845312,DA
1286139501659614848,DA
1286139501659614848,DA
1286229592893341184,WD
1286284224877704576,DB
1286284224877704576,DB
1286326934032604160,DA
1286381016260500736,DA
1286462281342394624,DA
1286496984676529536,STAR
1286507906774158592,DA
1286523991430751616,DA
1286523991430751616,DA
1286901497577758464,DA_MS
1286912389614538880,DA
1286912389614538880,DA
1286913660924910336,STAR
1286935788596307584,WD
1286960252730045184,WD
1286984029669822208,DC
1287011689258223360,DA
1287012926208825728,DA
1287012926208825728,DA
1287051894452878848,DA
1287063812981804416,Unreli
1287171839998855936,DA
1287203622757126656,DA
1287258636998635008,hotDQ
1287408234998728320,DC
1287420810663174784,DA
1287452181104432128,DA
1287480463466590848,DA_MS
1287480463466590848,DA_MS
1287480841423921152,Unreli
1287518018660797184,DA
1287566431532766720,DA
1287572886865241600,DC
1287594194198057216,DA
1287595190633195648,DA
1287601409745805696,DA
1287655968712651136,DC
1287656930785342592,DA
1287693523906407552,DA
1287769287129462016,DA
1287809728541686272,DA
1287918859367357056,DA
1287931675549877504,STAR
1287956513344016000,DA
1287956513344016000,DA
1288229054788802176,DA
1288248502400674560,DA
1288248502400674560,DA
1288255030750998784,DA
1288428650509067136,DC
1288445903397882368,DA
1288445903397882368,DA
1288466274422424960,DA
1288498160259323392,STAR
1288498160259323392,STAR
1288504791689209344,DA
1288579077443429760,DA
1288606118557813760,DA
1288619312696849536,STAR
1288658006059681408,DA
1288688272692380672,DA
1288702463263935104,DA
1288774966609495424,DB
1288793344772358656,STAR
1288812212565231232,DA
1288860552420828672,DA
1288860552420828672,DA
1288970473520551168,STAR
1289003149631834880,DA
1289003149631834880,DA
1289003149631834880,DA
1289020673097509760,DA
1289407834333238144,DA
1289415668353659520,DB
1289479306887868672,DZ
1289497444530872832,DC
1289549984869076864,STAR
1289608705660492416,DC
1289608705660492416,DC
1289671751483364352,DA
1289673091513219584,DA
1289677042883178880,STAR
1289812355829447040,DQ
1289860214647954816,CV
1289986903300047744,DA
1290013218563364992,DA
1290021503556332800,STAR
1290050262657404544,DC
1290050262657404544,DC
1290152444222882432,DA
1290268786297436416,DA
1290437939288964352,DA
1290459104887815040,DA
1290464018330431360,DC
1290468828693842304,DA
1290468828693842304,DA
1290500645811916416,DC
1290500645811916416,DC
1290542461613269632,STAR
1290603454445023616,DA
1290606851763107584,DA
1290720204539633152,DA
1290815174856972928,DC
1290879908604011392,DA
1291032637641262080,DA
1291052841167521280,STAR
1291066348840336128,DA_MS
1291216947573708672,DA
1291216947573708672,DA
1291251028138088960,STAR
1291263913040087936,DA
1291285112998159488,DA
1291312428990462976,Unreli
1291350190342914688,STAR
1291358677198624384,STAR
1291383867182621824,DA
1291443069011697792,DA
1291443069011697792,DA
1291482960667939840,DA
1291482960667939840,DA
1291675473986303232,STAR
1291701660401512064,DA
1291831054881359616,DA
1291844695697637888,DA
1291927846264160768,DA
1291948706922446720,DA
1291948706922446720,DA
1292108647207403136,Unreli
1292108647207403136,DA
1292152593313197568,DA
1388257674881388544,WD
1292240038846980992,DA
1292240038846980992,DA
1292240038846980992,DA
1292259383380408576,DA
1292277181724445824,DC
1292299584273470592,DA
1292306146987734784,DA
1292431594388462208,DA
1292459357057342336,DA
1292464648456700160,Unreli
1292511824377907328,DA
1292514882394858240,DA
1292514882394858240,DA
1292517802972365952,DZ
1292613705299428480,Unreli
1292738770449830144,STAR
1293075671980334464,DA
1293075671980334464,DA
1293077557469962112,DA_MS
1293229191290411520,DA
1293280005048774272,DA
1293407827571542528,Unreli
1293407827571542528,Unreli
1293410232752795520,DA
1293548801282064512,DA
1293617864355542016,DB
1293617864355542016,DB
1293622124963025408,DA
1293729194204478080,DA
1293729194204478080,DA
1293777259181963776,DA
1293777259181963776,DA
1293785814756811392,DC
1293801585877113600,DC
1293801585877113600,DA
1294328702919624704,DA
1294338048768001408,DA
1294360824978376704,DA
1294367765646170112,DC
1294445526029702912,DA
1294445526029702912,DA
1294449202521752064,DA
1294584506875415424,DA
1294584506875415424,DA
1294599698175720960,DA
1294632095113253760,DA
1294762047939706880,DA
1294762047939706880,DA
1294822040042844800,UNKN
1294822035746768384,DA
1294881929065638144,Unreli
1294948651382599552,DA
1295036440513909376,DA
1295049909531771264,DA
1295063619067459712,DZ
1295063619067459712,DZ
1295073965644539392,DA
1295073965644539392,DA
1295120179492716800,DA
1295128868210590208,DA
1295128868210590208,DA
1295162991726716160,DA
1295170344710806400,DA
1295170344710806400,DA
1295278401791349504,DA
1295281116210740608,DA
1295326509721338112,DC
1295371344883792640,DA
1295371344883792640,DA
1295371344883792640,DA
1295374922592484736,STAR
1295450406642288640,DA
1295467689590479104,DA
1295467689590479104,DA
1295467689590479104,DA
1295485694092963968,DBA
1295508027922865664,DA
1295508027922865664,DA
1295532148459460864,DA
1295559464451261568,DA
1295559464451261568,DA
1295559464451261568,DA
1295562213230462592,WD
1295579019438429184,DA
1295585749651410944,DA
1295592793397302656,DA
1295634849717776000,DA
1295649731780029696,STAR
1295703676569284352,STAR
1295706146174334976,WD
1295712919338907776,DZ
1295781462720747392,WD
1295855993289879040,DA
1295855993289879040,DA
1295891791841203456,DA
1295891791841203456,DA
1295921689109434240,DA
1295921689109434240,DA
1295921689109434240,DA
1296090940884644352,Unreli
1296116405746673920,DA
1296139078877900928,DA
1296140521987243648,DA
1296188144584443392,WD
1296188144584443392,DA
1296327511979752704,DA
1296327511979752704,DA
1296355579589243520,DA
1296395956577953920,DA
1296395956577953920,DA
1296418427846820608,STAR
1296463022491633024,DA
1296472059102890880,DA
1296504185457772032,DA
1296533391235532416,DA
1296535727697767808,STAR
1296537686203305600,WD
1296557236893996544,DA
1296597575226994944,DA
1296597575226994944,DA
1296597575226994944,DA
1296639597187037312,DA
1296705499165430656,DZ
1296750338623481856,STAR
1296823494802602368,DA
1296856235336897152,DA
1296865581185679360,DA
1296865581185679360,DA
1296870327126016896,DA
1296870327126016896,DA
1296877675817415680,CV
1296883139012083328,DA
1296883139012083328,DA
1296883139012083328,DA
1296921243962015616,DA
1296921243962015616,DA
1297023949516011776,DA
1297023949516011776,DA
1297081910099792256,DA
1297249585621915392,DA
1297252849797093760,DA
1297264978785132416,STAR
1297264978785132416,STAR
1297299819559143808,STAR
1297299819559143808,STAR
1297315625038855040,DA
1297315625038855040,DA
1297340432769901440,DA
1297342150756835584,STAR
1297351191665493376,DA
1297368332878588416,DA
1297369024369858432,STAR
1297509074663100928,DA
1297647024715970176,DA
1297740861161142272,STAR
1297769448463184384,DA
1297812947893442816,DA
1297821847064954624,DA
1297892009651440000,DA
1297911491622379392,STAR
1297916546800376320,STAR
1297916546800376320,STAR
1297923281307805696,Unreli
1297941178436519808,DA
1297946371053374592,STAR
1297971999120936192,DA
1298025222356725248,DA
1298056352279987328,DA
1298056352279987328,DA
1298142182905067008,DA
1298145240921724672,STAR
1298352601942782080,WD
1298407886762965504,DC
1298502998815572224,DA
1298502998815572224,DA
1298515020427786624,DA
1298515020427786624,DA
1298525775024427648,DA
1298656105806913024,STAR
1298656105806913024,STAR
1298719357793326720,DA_MS
1298733243421435136,DC
1298746089666869760,DA
1298747464056470912,DA
1298782751508005376,DA
1298820856457214592,DA
1298826010417991424,DA
1298854842536301184,DC
1298854842536301184,DC
1298892255994066816,DC
1298944414077078912,DA
1298959742817221760,DA
1298969118728455936,DA
1298981900551983488,DA
1298981900551983488,DA
1298986715211917440,STAR
1298986715211917440,STAR
1299009010385060992,DC
1299059523496790912,STAR
1299086014854972160,DA
1299086014854972160,DA
1299096249761104512,DA
1299120129779535104,DC
1299122058220640512,DAH
1299122058220640512,DAH
1299245787639918080,CV
1299284300608529280,DA
1299314816353108992,DAZ
1299377999616446848,DA
1299382569460868480,STAR
1299388376256761600,DA
1299405148105489664,DA
1299417620691090816,DA
1299436415467829888,DC
1299454312594816000,DA
1299490394617200384,DA
1299490394617200384,DA
1299507608845853312,DA
1299507608845853312,DA
1299552070347508352,DA
1299552959402968192,DA
1299560454123759488,STAR
1299564508572809600,DC
1299606083855650304,DC
1299627043296151424,STAR
1299627043296151424,STAR
1299634941739470080,DA
1299640714175041408,DB
1299640714175041408,DB
1299645082158650880,DA
1299645082158650880,DA
1299661020779842432,WD
1299685935887742464,DA
1299889169443372288,DA
1299925315887949696,DA
1299925315887949696,DA
1299943767067441536,DA
1300021836689725184,STAR
1300023928336723712,STAR
1300023928336723712,STAR
1300023928336723712,DA
1300121926607765760,STAR
1300121926607765760,STAR
1300121926607765760,STAR
1300134055594886400,DA
1300134055594886400,DA
1300135533063628032,DA
1300155354335809152,DA
1300194764956135808,DA
1300256887363857920,DA
1300280909117627008,DB
1300334299853917184,WD
1300467821797230976,DA
1300528642831097600,DA
1300535102460143488,STAR
1300557947391549568,DC
1300601068863076224,WD
1300669169864097536,DA
1300727345195414272,DC
1300731807667264000,DA
1300738748334473728,DB
1300748476437052288,DA
1300830557555730432,STAR
1300956211117631360,DA
1300956211117631360,DA
1300988719727368192,STAR
1301016688554645888,DA
1301031566321301888,DA
1301102652323843840,WD
1301111585855899136,DA
1301227760427210496,DA
1301251464350474240,WD
1301300392617762432,STAR
1301353718931117056,STAR
1301354852802528256,STAR
1301393232631080320,DB
1301581184695538560,DA
1301581184695538560,DA
1301685290406051072,DQ
1301685290406051072,DQ
1301685290406051072,DQ
1301723945111864448,DA
1301788300901987072,DA
1301791015321312128,DA
1301798784919091712,STAR
1301818537471980928,DA
1302030502697408640,DA
1302069191763265024,DA
1302085516936566784,DC
1302128840269131008,DA
1302430759290043648,DA
1302556309773826432,DB
1302561154496912384,DA
1302567751566776704,DB
1302654750424575616,DA
1302681757178569088,STAR
1302684712116023552,DA
1302697738753921536,DBA
1302754118788138752,DA
1302789578038328832,DB
1302851322487491456,Unreli
1302890801827295360,DB
1302921656872102656,DA
1302987558850113152,DA
1302987558850113152,DA
1303034120592956160,DA
1303034120592956160,DA
1303045764247257344,DA
1303047722752389888,DC
1303067136004713472,DA
1303134652890108800,DA
1303139841210728832,DA
1303191969231292160,DA
1303222201505507200,DA
1303289172930340864,STAR
1303323532668595328,DA
1303332534920853248,DA
1303344487812477312,DA
1303527320277150848,DA
1303824355918604160,DA
1303940045157540992,DA
1303947947897042560,DA
1303965814961416960,DA
1304010998018085888,DA
1304054295585236096,DB
1304080679567083264,DB
1304214579467548416,Unreli
1304260694532713856,DA
1304361295549630720,DB
1304364014266013312,DA
1304364014266013312,DA
1304383217063475968,DA
1304383217063475968,DA
1304407509397680128,DA
1304417374939860864,DA
1304442457548991360,STAR
1304457571537070464,DA
1304503239926166400,STAR
1304503239926166400,STAR
1304563708768919552,STAR
1304599893870474880,DA
1304621467489151744,DA
1304623151116368640,DA
1304623151116368640,DA
1304646038998718464,Unreli
1304672732218272640,WD
1304685410961857920,Unreli
1304705786286806144,WD
1304715407013873792,DA
1304721316888888320,DA
1304725852373664256,DA
1304733106575117056,MWD
1304733106575117056,DAH
1304754955075083264,DA
1304861745139637120,DA
1304863707940849152,DA
1304863707940849152,DA
1304869888397604224,DA
1304881884242947200,DB
1304899197253722112,DA
1304913250386743040,WD
1304913250386743040,DC
1304916686360587648,DA
1305074569358377088,DA
1305086870144746112,DB
1305097109346828800,DA
1305136249386485888,DC
1305144285267754752,DA
1305158235321596160,DA
1305158235321596160,DA
1305176720860915712,DA
1305351341347598976,DA
1305364702989243008,DA
1305439469780177408,STAR
1305503207094572160,DA
1305574954524870144,DA
1305643875863976448,DA
1305653908907041792,DC
1305682427490081536,DA
1305708266013337984,DA
1305727541826537472,MWD
1305736475358635264,DA
1305786468777714944,DA
1305819935163193856,DA
1305821996747539200,Unreli
1305847732191396992,DA
1305852233317101184,DA
1305872917879870976,STAR
1305872917879870976,DBA
1305874498427896448,STAR
1305882882204119680,DC
1305915317796579328,DA
1305923804651968256,DA
1305935590042316160,DA
1305935590042316160,DA
1305943733300323328,DA
1305952804271341568,DA
1305959744938511872,DA
1306002728971288960,DA
1306045197607519360,WD
1306082684083144448,DA
1306101792393786624,STAR
1306122992352910976,STAR
1306134876525338496,Unreli
1306134876525338496,DA
1306134876525338496,DA
1306159203220788608,DA
1306197930941817984,DA
1306197930941817984,DA
1306237405984896128,DA
1306335335535141632,DA
1306335335535141632,DA
1306355470340786688,Unreli
1306459133672782080,DA
1306464283337664896,DA
1306485796829679744,DA
1306495383196672000,DA
1306525409311894784,DC
1306533346411018112,DA
1306577292516378624,Unreli
1306637112821731200,DA
1306650753637424384,DA
1306650753637424384,DA
1306692706877641600,Unreli
1306736171946196096,DA
1306736171946196096,DA
1306852479661771648,DA
1306891203086722048,DB
1306891203086722048,DB
1306901201769629056,DC
1306916388774043520,DA
1306949511562322176,DA
1306963465912746240,STAR
1306966038596179968,DA
1306981367336472448,DA
1306991499163308160,DA
1306991499163308160,DA
1307087843869197952,DA
1307164328647144704,DA
1307226283551364224,DZ
1307252843628956672,STAR
1307276891149608704,STAR
1307444704112233472,DB
1307478312230148864,DA
1307478312230148864,DA
1307563898043782912,DA
1307576404988567168,DA
1307576404988567168,DA
1307617155638441344,DA
1307671169147222016,STAR
1307678522131488640,DA
1307758408523367296,STAR
1307773011411075200,DB
1307782597778318464,DA
1307820943247507584,DA
1307820943247507584,DA
1308071700617418368,STAR
1308082867531906176,DC
1308135953327741312,DA
1308170175627201664,DC
1308170175627201664,DB
1308230442608459648,DB
1308275355083183488,DA_MS
1308292324496862080,DA
1308301876504374784,DA
1308319743568457088,DA
1308325000608494208,STAR
1308364209366640384,DA_MS
1308408808307078784,DA
1308429522937003904,DA
1308497727013123456,DA
1308508550330410624,DA
1308538065345981440,DA
1308630286883718784,DA
1308678016856993920,STAR
1308717113943552000,DA
1308731137012654464,STAR
1308731137012654464,STAR
1308767347880818560,STAR
1308772574857190144,DA
1308773193332648832,DA
1308773193332648832,DA
1308831394432480000,WD
1308872218097144320,DA
1308883385013186944,STAR
1308888676412889216,DA
1308888676412889216,DA
1308925540116076032,STAR
1308938665537186688,DC
1308980034661229056,STAR
1308996870933081472,DC
1309018655006585216,DA
1309073046472477440,DA
1309073046472477440,DA
1309109124197997184,DZ
1309111357581001088,CV
1309153001583942144,WD
1309190183117130240,STAR
1309251373514382336,DA
1309251373514382336,DA
1309311331258304256,STAR
1309313908238671360,DA
1309313908238671360,DA
1309323872563025152,DA
1309406993066798080,DA
1309451798165160448,DA
1309466465476875264,DA
1309493472231979520,STAR
1309511167497105664,DA
1309575798165030912,DA
1309575798165030912,DA
1309602014644343296,DA
1309702585599491072,DA
1309832705928319360,DC
1309860056279741184,DA
1309914963141673216,DA
1309986946793515648,DA
1309994609015218816,DA
1310054639774544640,DA
1310105801424989824,DA
1310196545494093696,DA
1310199156834218368,DA
1310239834468716672,STAR
1310256365798876032,DBA
1310287835022199040,STAR
1310359582452414720,DA
1310359582452414720,DA
1310359582452414720,DA
1310399538531466112,STAR
1310419329741631744,DA
1310419329741631744,DA
1310419329741631744,DA
1310514849813902592,DA
1310565259846815744,Unreli
1310582474076125312,DA
1310614188114475648,DA
1310651880747659392,Unreli
1310665998302851200,STAR
1310666105679193216,DA
1310853293236772096,DA
1310904248728297856,DA
1310910021165035008,DA
1310917339788624512,DC
1310926548198632704,STAR
1310946476847576832,DA
1311129412391197568,DA
1311202766140504576,DA
1311264166988926720,DA
1311289902432275200,DA
1311296843099487104,DA_MS
1311359652701512192,DA
1311400815668233344,DA
1311434556930648064,DA
1311497405189127168,DA
1311527538679649536,DA
1311527538679649536,DA
1311660540930405632,DA
1311674353544358912,DQ
1311674353544358912,DQ
1311678098755846528,DA
1311684730185783424,DA
1311704899351915136,STAR
1311789321229590144,Unreli
1311814747435942784,DA_MS
1311814747435942784,DA_MS
1311816194841036416,DA_MS
1311816194841036416,DA_MS
1311847835863480960,STAR
1311847835863480960,STAR
1311885769015290112,STAR
1311902609583058816,DA
1311951606570594048,DA
1311994448867128064,DA
1312003725996817792,DA
1312016301661152000,DZ
1312027537295195008,DB_MS
1312027537295195008,DB_MS
1312138381811237248,DA
1312138381811237248,DA
1312138381811237248,DA
1312171779477409664,DA
1312171779477409664,DA
1312244179742244992,WD
1312279084940381056,DA
1312279084940381056,DA
1312282800088214400,DA
1312282800088214400,DA
1312300250539283968,Unreli
1312428824679978624,STAR
1312490947086695936,STAR
1312515376861406976,DA
1312517610244416000,DA
1312562312263560320,STAR
1312562453998303360,STAR
1312592033436871296,WD
1312592033436871296,STAR
1312592033436871296,STAR
1312594850935429632,DA
1312629073235314432,DA
1312629073235314432,DA
1312697659568781184,DA
1312697659568781184,DA
1312697659568781184,DA
1312703913041168640,STAR
1312722119406519040,STAR
1312731877573336448,DZ
1312731877573336448,DZ
1312742357293312384,STAR
1312747408174827648,DAZ
1312747408174827648,DA
1312747408174827648,DA
1312802452474482176,DA
1312816162010220928,DA
1312842039189917952,STAR
1312848219646219776,STAR
1312858630647476864,Unreli
1312925563418159616,DA
1312958858003769088,DA
1312958858003769088,DA
1312959235960901760,DA
1312961331904973056,DA
1312978649212830720,DA
1313023179434796928,STAR
1313085748517496960,WD
1313111690120618880,DA
1313111690120618880,DA
1313116367340997504,STAR
1313139521508917888,DA
1313265900922425856,DQ
1313282595458806400,DA
1313335204514837248,DB
1313335204514837248,DB
1313343622650735744,STAR
1313354789565736448,DA
1313354789565736448,DA
1313354789565736448,DA
1313433847027928576,DA
1313622589366270592,DA
1313643754963339008,Unreli
1313699245942545792,DA
1313795002236975616,DA
1313855784614610688,DA
1313855784614610688,DA
1313934605854223872,DA
1313987519851651840,DA
1313987519851651840,DA
1314032054368478464,DA
1314033183943364096,STAR
1314033183943364096,STAR
1314035005009538176,DA
1314052013080957952,DA
1314093141687569664,Unreli
1314106198387168128,DC
1314116785483460608,DA
1314116785483460608,DA
1314116785483460608,DA
1314195155751153792,DC
1314195155751153792,DC
1314244466269260672,Unreli
1314253292427950720,DA
1314318988247930368,DA
1314318988247930368,DA
1314330017723952000,STAR
1314342799546867200,DA
1314379255228123008,DA
1314382897360276480,DA
1314423029535718144,DA
1314431344592483328,DA
1314449074217610624,DA
1314504191533875456,DB
1314511166560158208,STAR
1314547446147752064,DAH
1314593041521224960,DA
1314629222325092224,DB
1314663375904701568,DA
1314663375904701568,DA
1314688664672259968,DA
1314689111348877952,STAR
1314803185680354432,DA
1314824282560109696,DAH
1314825278992540672,DA_MS
1314934920917735168,STAR
1315030131752334336,WD
1315030131752334336,WD
1315030131752334336,WD
1315047071103575808,DAH
1315047071103575808,DAH
1315047071103575808,DAH
1315049716803317760,DA
1315049716803317760,DA
1315049716803317760,DA
1315079644134985472,STAR
1315113110520271232,DA
1315124483593912960,DA
1315183998957515904,STAR
1315197154440434304,DA
1315236912954716032,WD
1315332772327509760,STAR
1315375795016730880,CV
1315474407465797504,STAR
1315487528589915008,DA
1315500791448942720,DA
1315507869554164736,STAR
1315543878560858880,DA
1315636306256704128,WD
1315760138753782784,DA
1315760138753782784,DA
1315765159572132224,STAR
1315920701810804352,DZ
1315926302448152576,DA
1315939878841388032,STAR
1315944135152540288,DA
1315959493955760128,DA
1315973929342093440,DB
1315983030376534784,DZ
1316028045930173184,DA
1316201730111151872,DA
1316203722975727232,STAR
1316228771224877952,STAR
1316238426312036096,DA
1316246603929803776,DA
1316254339167114496,DA
1316268323580640256,DA
1316268323580640256,DA
1316293779850605952,DA
1316293779850605952,DA
1316331987878939648,STAR
1316368134323930880,DB
1316374323373624448,DC
1316374323373624448,DB
1316436853801281152,DA
1316436853801281152,DA
1316461043056583680,DA
1316461043056583680,DA
1316472764024228736,DC
1316474408994890496,WD
1316474408994890496,DC
1316541998897283328,WD
1316557632578885888,WD
1316557632578885888,WD
1316590411768584832,DA
1316592950091858304,Unreli
1316607896578157824,DA
1316671290295471744,DA
1316671290295471744,DA
1316675486479740800,DA
1316682044894063232,DA
1316890028686351616,DA
1316890028686351616,DA
1316916653187540480,DB
1316984582389840128,DA
1317001453021469056,DA
1317017090998974720,DA
1317099245134213888,DC
1317148443982801664,DA
1317148443982801664,DA
1317200327187182592,STAR
1317226578027682304,DA
1317234347625306880,DA
1317247296949755648,DA
1317268909225255936,STAR
1317311755818489856,DA
1317365253931896064,Unreli
1317397826964182400,DA
1317490357738544256,DA
1317564059377540096,DA
1317613262523099136,STAR
1317641746746334208,DA
1317674044899761536,DA
1317679027061852800,DA
1317716479177593728,DA
1317737885294477312,DA
1317763517658507904,DA
1317779739752041088,DA
